"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)24",1112,"k9imRr0Kb85lqmOGBJFvF7wUsr",66,"1",36.71,0.29,0.15,0.19,0.27,0.07,0.12,1.01,0.89,1.38,2.93,0.01,0.17,0.38,-2.67,1.26025631445411,-0.357772794349054,22743.23,179.08,204.3,0,157.25,0,0,846.39,846.39,0.59,-0.8,18.13,0,352.36,-4.11,581,29,20.03,13.5,16,17.72,2.97,7,64,57,2.05,3.59,2.51,14,19,-0.27,11,621.23,563.04,0,0,1759.07,1759.07,0.42,-1.44,49.96,0,980.75,-11.46,212,33.2,35.82,21.74,27.18,22.48,0,276.6,276.6,2.36,9.66,2.46,7.71,43.37,127.96,13,212,-34.18,85.75,-16.79,-20.43,17.69,-1078.92,-0.02,1078.9,-9.21,103.27,5.89,-32.99,-6.99,-297.78,17,11.49,8.87,15,11.35,8.9,0,27,27,-0.22,-1.49,1.46,0,18,8,25,26407.57,206.31,177.52,128.53,193.22,148.56,1,537.68,536.68,0.5,-1.35,15.69,47.06,381.14,100,28,3.62,6.48,6,70,68,67,-0.711
"(Intercept)25",1116,"0AHJk0K9ubOKctRZ9fXeRfUcum",66,"1",83.06,0.65,0.13,0.64,0.64,0.11,0.42,1.17,0.74,1.02,1.56,0.01,0.57,0.7,1.13,0.259161468342192,0.145465811680234,59949.14,472.04,120.79,473.7,466.44,135.5,262.76,886.28,623.52,0.49,0.14,10.72,377.01,548.68,2.82,3883,123,31.57,39.39,17,21.69,8.9,6,215,209,2.85,8.01,3.55,14,27.5,-0.06,70,742.31,249.72,223.06,138.55,2027.37,1888.82,1.07,3.96,22.16,641.98,938.92,2.93,783,31.18,114.46,10.47,15.42,11.64,-3.04,2592.9,2595.94,16.43,336.12,4.09,4.39,26.65,441.94,83,783,-25.96,72.32,-9.12,-13.03,10.22,-909.12,-0.02,909.1,-7.7,69.07,2.58,-22.7,-3.67,-660.53,74,18.65,5.19,19,18.76,4.45,1,30,29,-0.41,0.62,0.57,16,22.25,77,83,2742.59,21.43,11.02,20.22,20.56,8.92,2,66.19,64.19,0.91,1.36,0.97,13.97,25.8,13,115,0.03,45.35,25,2,0,0,0.363
"(Intercept)26",1121,"bxO7btmWLAh9vQOE9hhmftNVqy",66,"1",198.4,1.56,0.47,1.52,1.51,0.29,0.97,5.43,4.47,4.7,35.47,0.04,1.31,1.7,0.05,1.61131186082729,-0.0181017753266157,84028.32,661.64,239.18,634.42,634.83,179.95,279.16,1895.63,1616.47,1.71,5.27,21.22,512.48,749.9,2.13,20439,122,167.53,40.22,156,156.51,0,151,398,247,3.93,16.1,3.64,155,156,-0.04,25,425.17,135.96,129.05,175.48,919.26,743.78,0.45,0.28,12.06,415.46,585.72,1.2,1764,23.25,44.99,8.31,13.39,9.67,0,631.48,631.48,5.36,42.68,1.07,3.12,24.5,410.04,172,1764,-16.18,26.61,-6.34,-10.39,8.25,-286.36,-0.02,286.34,-3.78,19.76,0.63,-19.81,-1.62,-199.54,138,17.73,6.09,18,17.81,5.93,0,35,35,-0.09,0.37,0.43,14,21.5,84,8,1829.05,14.29,7.61,12.17,13.84,7.36,2,35.9,33.9,0.62,-0.22,0.67,8.99,18.82,0,128,-0.01,62.4,128,0,0,0,-0.102
"(Intercept)27",1123,"nkyoez3jyL70SDShKQbytRm5Br",66,"1",63.31,0.5,0.11,0.48,0.49,0.11,0.32,0.87,0.55,0.9,0.89,0.01,0.41,0.56,-0.13,0.54413543439189,-0.0168098107692513,59182.33,466,104.65,462.86,462.22,123.1,269.09,801.79,532.7,0.37,-0.2,9.29,381.72,542.01,2.43,729,49,14.88,21.29,6,10.66,1.48,3,126,123,3.27,12.89,3.04,5,17,0.05,15,941.13,295.63,317.65,545.82,1943.34,1397.52,0.81,0.42,26.23,742.01,1171.64,6.01,2721,58.31,68.58,40.2,48.79,42.01,0,1569.4,1569.4,6.9,111.24,1.31,16.41,83.99,714.29,79,2721,-55.19,54.46,-39.41,-47.52,40.5,-1178.03,-0.11,1177.92,-4.28,67.14,1.04,-81.63,-17.39,-317,76,85.05,13.36,85.5,85.71,11.86,29,113,84,-1.06,3.41,1.67,79.75,95,52,63,4634.83,36.21,20.92,32.6,34.1,18.1,2.24,109.66,107.42,1.11,1.49,1.85,21.86,46.81,51,77,0.22,23.98,11,6,0,0,0.277
"(Intercept)28",1124,"ju9NqBCb89Mrr5581wpu0rponu",66,"1.25",147.72,1.16,0.16,1.13,1.16,0.13,0.22,1.7,1.48,-0.8,8.06,0.01,1.08,1.23,0.26,1.03637346370169,0.0467136195869295,60161.17,473.71,146.92,479.18,465.96,114.42,0,1360.3,1360.3,1.85,10.46,13.04,379.23,538.02,2.58,30108,103,292.31,227.75,240,246.2,72.65,86,1416,1330,3.29,11.26,22.44,187.5,286,1.56,2,369.37,414.36,318.92,0,2226.69,2226.69,-0.14,0.35,36.77,504.02,999.53,-1.43,729,89.03,375.43,12.14,21.21,14.71,0,5249.07,5249.07,8.56,88.78,13.9,3.91,34.6,2741.72,100,729,-27.53,52.26,-11.15,-17.81,15.14,-751.65,-0.01,751.64,-6.94,72.96,1.94,-33.3,-2.85,-351.56,55,9.86,5.7,10.5,9.88,5.19,0,23,23,-0.15,-0.57,0.47,6.75,13,52,26,2909.75,22.73,51.08,17.06,18.09,8.45,0,588.39,588.39,10.6,114.5,4.51,12.33,24.7,2,126,0.17,51.58,70,1,1,1,-0.12
"(Intercept)29",1125,"hynaMMchWSmZ8UmKwVr0Ee91Oh",66,"1.25",64.68,0.51,0.2,0.46,0.48,0.13,0.24,1.77,1.53,3.5,17.14,0.02,0.39,0.58,1.91,-0.182423198802867,0.254817911028686,63186.92,497.53,239.67,459.16,464.52,152.23,64.95,2119.75,2054.8,3.41,17.73,21.27,370.3,571.7,3.66,1598,86,18.58,10.02,16,17.13,4.45,1,75,74,2.91,12.25,1.08,14.25,20.75,0.05,28,993.15,368.13,319.07,391.26,3085.68,2694.42,1.69,5.68,32.67,861.88,1292.8,3.15,643,40.98,256.21,14.66,20.24,16.23,0,6177.25,6177.25,21.82,511.26,10.1,6.2,35.76,579,46,643,-24.03,42.13,-11.78,-15.57,11.68,-400.2,-0.34,399.85,-5.17,32.91,1.66,-25.01,-5.64,-306.12,57,19.8,4.71,20,19.81,4.45,9,30,21,-0.02,-0.62,0.58,17,23,36,43,4230.66,33.05,35.25,28.11,28.66,16.44,1,366.7,365.7,6.82,60.3,3.12,17.53,39.23,35,93,-0.09,30.88,12,4,2,1,0.092
"(Intercept)30",1126,"MtX9xz2Pv7zMpyu9teWJKF54a9",66,"1.25",130.05,1.02,0.74,0.91,0.92,0.17,0.63,8.52,7.89,8.53,82.34,0.07,0.79,1.02,3.24,-0.160753731151782,0.436459054269179,75305.46,592.96,737.38,507.16,499.77,152.11,226.32,8027.3,7800.98,8.57,80.22,65.43,391.9,598.86,4.34,7690,125,61.52,71.54,48,50.56,37.06,8,684,676,5.85,45.14,6.4,24,73,0.09,46,594.27,309.35,226.7,85.45,2905.64,2820.19,3.07,18.41,27.45,546.46,846.12,4.15,1284,17.01,62.4,7.95,10.48,8.38,0,1910.91,1910.91,23.48,672.8,1.74,3.3,17.84,346.03,93,1284,-14.78,30.65,-7.76,-9.72,8.23,-581.11,0,581.11,-10.28,149.77,0.86,-16.47,-2.9,-320.59,105,19.61,7.31,20,20.13,5.93,0,34,34,-0.69,0.61,0.64,16,24.5,25,101,1728.45,13.5,7.88,11.85,12.78,7.18,0,41.05,41.05,0.91,0.72,0.7,7.76,18.03,1,127,-0.02,64.53,124,1,0,0,0.019
"(Intercept)31",1127,"q4syUyzIfn8owUokTVPs24m4Yx",66,"1",70.54,0.56,0.11,0.55,0.55,0.12,0.38,1.2,0.81,1.74,7.25,0.01,0.46,0.62,0.83,0.251377933991252,0.112011263447839,60766.3,478.47,114.54,465.5,475.82,138.2,264.66,775.57,510.9,0.21,-0.57,10.16,394.26,566.4,2.9,742,57,13.02,10.88,12,11.3,2.97,2,79,77,4.06,21.26,1.44,8,13,-0.14,0,849.72,237,221.74,0,1503.91,1503.91,-0.41,1.99,21.03,756.49,1042.31,3.6,881,17.74,34.43,10.88,13.43,11.08,0,871.44,871.44,17.79,427.61,1.16,4.89,22.34,110.1,49,881,-14.21,21.67,-9.05,-11.01,8.61,-446.57,-0.14,446.43,-10.86,190.37,0.73,-17.58,-4.27,-109.68,57,24.83,5.46,25,25.04,4.45,2,39,37,-0.85,3.02,0.65,21,28,25,52,3241.89,25.33,14.27,24.87,24.06,13.43,1,87.09,86.09,1.17,2.57,1.26,15.13,32.71,18,110,0.07,37.95,21,2,0,0,0.322
"(Intercept)32",1129,"wJhJFjjRP5HELtstEjHBrIb9qd",66,"1.25",81.47,0.64,0.12,0.63,0.63,0.11,0.41,1.11,0.7,0.93,2.05,0.01,0.56,0.7,1.08,0.248816450032779,0.14464730028687,59927.23,471.87,115.23,479.83,467.63,119.95,267.48,786.82,519.34,0.27,-0.24,10.23,389.76,542.03,2.62,2363,101,23.4,27.23,17,18.74,7.41,5,250,245,6.08,45.6,2.71,12,23,0.01,30,746.8,300.74,192.37,120.02,2323.74,2203.72,1.95,6.75,26.69,688.4,933.07,3.78,769,32.35,61.05,14.24,21.03,14.92,0,1053.85,1053.85,8.39,113.04,2.2,6.43,37.31,413.52,66,769,-25.14,57.66,-11.25,-14.94,12.77,-820.74,-0.01,820.73,-8.09,85.66,2.08,-26.63,-4.27,-416.12,55,18.77,4.94,19,18.91,4.45,5,30,25,-0.26,-0.04,0.55,16,22,78,44,2870.67,22.43,11.45,22.01,21.81,12.64,2.24,50.04,47.8,0.46,-0.37,1.01,13.11,29.58,14,114,0.03,42.75,22,2,0,0,0.202
"(Intercept)33",1142,"V1Ovgx6FlidYSc5Wlplg0H9TQS",66,"1",68.28,0.54,0.09,0.52,0.53,0.09,0.41,0.81,0.41,0.76,0.21,0.01,0.47,0.59,1.1,0.145015035918307,0.144623455813878,60940.77,479.85,108.91,489.29,477.35,124.69,285.41,740.59,455.18,0.15,-0.73,9.66,382.92,556.99,2.5,2558,99,25.84,20.16,20,22.65,13.34,1,118,117,1.86,4.2,2.03,13,34.5,0.04,27,915.74,225.24,249.36,507.85,1635.87,1128.02,0.07,-0.31,19.99,870.82,1203.9,3.89,525,21.52,85.52,9.88,11.87,9.66,0,1237.44,1237.44,11.49,140.02,3.73,4.79,20.28,558.06,19,525,-12.44,21.39,-8.78,-10.32,8.08,-447.21,-0.04,447.17,-16.11,322.23,0.93,-16.73,-4.27,-42.58,13,15.23,3.79,15,15.23,4.45,3,25,22,-0.07,0.63,0.46,13,18,15,68,2865.41,22.39,13.51,19.82,21.04,12.69,1,74.11,73.11,1.02,1.2,1.19,12.04,29.31,16,112,-0.01,44.57,32,3,0,0,0.014
"(Intercept)34",1145,"zn2mlmUJdTKhztHIvxIrMf2YiC",66,"1",60.43,0.48,0.07,0.46,0.47,0.05,0.33,0.79,0.46,1.21,2.59,0.01,0.43,0.5,0.29,0.378698168090346,0.0357717028283754,60399.02,475.58,104.67,463.62,472.37,124.11,297,708.66,411.67,0.25,-0.95,9.29,389.45,551.52,2.69,1422,97,14.66,12.26,11,12.71,5.93,1,78,77,2.26,6.98,1.24,7,18,-0.06,17,1013.16,280,279.01,503.22,2014.45,1511.23,0.58,-0.28,24.85,911.62,1329.77,5.82,701,28.05,53.54,14.16,20.08,15.15,-0.78,962.96,963.74,10.43,153.25,2.02,6.82,35.03,311.4,47,701,-20.21,22.99,-11.97,-16.28,12.99,-287.49,-0.07,287.43,-3.56,27.8,0.87,-28.21,-5.19,-116.49,34,23,4.64,22,22.9,4.45,12,41,29,0.63,2.73,0.59,21,25,50,60,1964.9,15.35,9.19,14.32,14.55,7.99,1,49.09,48.09,1.07,1.69,0.81,9.03,19.72,3,125,-0.01,60.1,65,1,0,0,0.146
"(Intercept)35",1147,"clHkeaNwuiFfNJl7cYSPQ4YgWa",66,"1.25",125.51,0.99,0.4,1.04,1.01,0.18,0.09,2,1.91,-0.65,0.88,0.04,0.94,1.17,1.71,0.452946952704218,0.197190796135189,54264.24,427.28,248.75,457.02,426.66,174.51,0,1762.6,1762.6,0.85,5.4,22.07,313.7,561.07,2.2,24047,113,212.81,251.55,181,181.68,53.37,15,2695,2680,8.54,80.99,23.66,142,216,0.31,34,444.48,401.93,345.7,0,1602.88,1602.88,-0.56,-0.25,35.67,616.01,1060.28,3.38,667,72.62,186.25,11.93,28.26,14.8,0,2053.39,2053.39,5.3,37.26,7.21,3.9,39.17,1005.25,114,667,-34.96,53.53,-13.21,-23.01,18.13,-357.83,0,357.83,-2.79,9.66,2.07,-43.89,-2.71,-317.24,58,10.6,4.18,11,10.69,4.45,0,20,20,-0.22,-0.3,0.37,8,13,14,60,8016.88,62.63,105.46,24.96,33.78,15.78,4.12,447.6,443.48,2.5,4.92,9.32,16.01,37.25,30,98,-0.13,33.74,35,19,18,16,-0.703
"(Intercept)36",1154,"Cs9pMwErPabarhoA7UJ7yDF648",66,"1.190000057220459",215.47,1.7,0.35,1.67,1.67,0.27,0.21,3.08,2.87,0.54,4.24,0.03,1.49,1.85,2.39,0.811761384533881,0.325972318934963,67035.04,527.83,168.52,513.12,516.19,139.05,0,1608.36,1608.36,2.18,12.76,14.95,420.98,608.88,2.68,17368,115,151.03,149.55,114,120.44,35.58,14,1101,1087,4.73,25.57,13.95,94,151.5,-1.62,4,311.98,135.83,105.5,0,1005.83,1005.83,0.24,3.09,12.05,383.42,528.52,1.25,1823,42.41,107.72,5.91,16.14,7.7,0,1344.87,1344.87,4.83,30.34,2.52,1.79,26.56,832.09,290,1823,-25.97,52.15,-5.59,-13.36,7.47,-856.56,0,856.56,-4.81,45.28,1.22,-22.28,-1.27,-320.39,278,16.88,8.12,16,16.48,7.41,0,43,43,0.49,0.11,0.55,11,21,66,22,1435.62,11.22,50.37,4.24,4.49,2.35,1,463.77,462.77,7.89,62.57,4.45,2.83,6,3,125,0.07,85.69,52,1,1,1,-0.128
"(Intercept)37",1157,"de0YJveUiADRudMTlaVfutkaof",66,"1",96.5,0.76,0.11,0.75,0.75,0.09,0.57,1.19,0.62,1.38,3.07,0.01,0.69,0.8,0.94,0.417397648339462,0.126135937074515,60300.16,474.8,115.96,471.2,469.62,131.11,280.61,833.53,552.93,0.43,0.01,10.29,386.6,560.36,3,6192,121,51.17,38.66,46,45.04,32.62,2,219,217,1.66,3.45,3.51,21,63,-0.1,15,630.98,202.26,212.19,339.67,1514.25,1174.58,0.28,0.13,17.95,681.22,962.56,3.65,744,11.38,39.48,4.25,6.89,4.46,0,995.71,995.71,21.18,517.9,1.45,1.9,10.3,72.79,110,744,-8.46,11.13,-4.28,-6.15,4.88,-87.09,-0.07,87.02,-2.5,8.58,0.41,-9.66,-1.41,-57.78,98,15.35,4.12,15,15.23,4.45,6,28,22,0.3,0.15,0.42,12,18,55,20,1076.21,8.41,3.97,8.06,8.17,3.31,1.41,25.96,24.55,0.86,1.75,0.35,5.96,10.41,0,128,0.02,77.87,128,0,0,0,0.092
"(Intercept)38",1160,"Dz9dAChQXeek8EzLoFaSUuGGYz",66,"1",158.85,1.25,0.6,1.1,1.13,0.16,0.37,4.71,4.34,3.81,15.34,0.05,0.99,1.26,-0.36,1.36962831144813,-0.0437730208232552,64428.27,507.31,234.03,467.15,474.13,145.16,0,1711.5,1711.5,2.44,9.07,20.77,376.64,585.24,3.04,19868,120,165.57,97.98,144.5,147.09,54.11,53,537,484,2.04,4.19,8.94,108,178.5,-0.23,7,414.88,322.16,323.73,0,2019.57,2019.57,0.32,0.59,28.59,609.58,1051.65,3.89,1334,53.84,114.45,15.95,28.21,19.12,0,1629.98,1629.98,5.73,49.53,3.13,5.21,46.41,916.39,174,1334,-34.5,52.21,-15.31,-23.44,19.01,-515.07,-0.03,515.05,-3.55,18.35,1.43,-42.95,-5.36,-399.1,110,16.79,6.4,16,16.84,5.93,0,36,36,0.03,0.55,0.51,13,20,21,22,4163.36,32.53,81.46,16.52,17.79,10.83,1.41,580.19,578.78,5.5,30.27,7.2,9.75,24.15,11,117,0.42,51.6,32,1,1,1,-0.3
"(Intercept)39",1165,"g6ZrEoovq4CufEaVacyv3c83fW",66,"1",118.16,0.93,0.23,0.87,0.91,0.21,0.48,1.68,1.2,0.77,0.43,0.02,0.76,1.07,2.51,0.0804097155982004,0.313124387506051,68263.18,537.51,120.91,546.5,534.19,117.18,301.03,816.12,515.09,0.2,-0.4,10.73,442.63,602.6,2.38,16375,155,105.65,68,116,102.5,71.16,2,410,408,0.55,1.15,5.46,46.5,152,0.09,141,634.22,217.41,210.17,292.47,1394.97,1102.5,0.66,0.21,19.29,591.06,883.1,1.34,1029,13.61,48.02,6.81,8.58,7.12,0,991.38,991.38,17.5,340.59,1.5,2.89,13.88,238.95,83,1028,-11,15.07,-5.84,-7.9,6.28,-186.02,-0.01,186.01,-3.78,24.99,0.47,-13.63,-2.3,-97.45,85,17.29,4.49,18,17.35,4.45,2,30,28,-0.19,0.32,0.41,14.5,20,117,118,975.72,7.62,5.42,5.66,6.91,4.19,0,23.41,23.41,1.09,0.47,0.48,3.9,10.3,0,128,-0.01,79.94,128,0,0,0,0.325
"(Intercept)40",1168,"LCgIETxhc0ufVx15XxK7Rgxl9k",66,"1",84.13,0.66,0.18,0.64,0.64,0.13,0.27,1.66,1.4,2.1,8.34,0.02,0.57,0.73,1.01,0.271992744333158,0.143828189326269,65656.4,516.98,179.88,499.91,500.68,156.99,112.06,1580.81,1468.75,1.96,8.79,15.96,388.66,603.32,2.7,1794,107,16.77,15.57,13,13.7,8.9,2,103,101,3,11.06,1.5,7.5,19.5,0.01,54,785.88,233.16,188.69,72.32,1491.75,1419.43,-0.35,0.97,20.69,676.48,934.43,2.73,828,296.94,3537.21,16.6,26.27,19.61,0,63563.55,63563.55,15.63,251.58,122.93,6.51,46.56,16974.43,79,828,-51.72,220.4,-13.14,-21.63,15.76,-4257.35,-0.02,4257.33,-13.26,210.12,7.66,-38.69,-4.65,-1671.6,94,19.49,6.21,20,19.87,5.93,3,36,33,-0.48,0.33,0.67,16,24,52,84,3545.31,27.7,42.11,21.52,23.27,11.01,4,476.95,472.95,9.52,98.26,3.72,15.81,30.41,18,110,0.03,39.38,12,2,2,1,-0.155
"(Intercept)41",1177,"Vi5hiGfN6wBPoVFlfYxIqtEY2o",66,"1",60.82,0.48,0.17,0.51,0.48,0.14,0.16,0.82,0.66,-0.33,-0.85,0.02,0.37,0.6,2.95,-0.565140585039355,0.384610426772726,59313.07,467.03,186.18,507.47,476.32,191.17,31.12,960.85,929.73,-0.38,-0.24,16.52,335.62,583.87,3.69,1994,85,23.46,26.8,14,18.23,11.86,1,171,170,2.69,9.68,2.91,8,29,0.31,41,1005.85,330.17,291.38,190.77,2368.97,2178.2,0.4,1.92,29.3,876.91,1259.28,3.48,1548,35.53,78.71,20.41,25.91,22.28,-20.17,2592.72,2612.89,22.97,721.28,2,9.11,43.72,376.31,99,1548,-36.53,45.12,-23.89,-28.67,22.35,-638.88,95.93,734.81,-4.72,38.42,1.15,-44.74,-12.14,-389.56,98,50.77,11.36,52,51.04,13.34,28,71,43,-0.22,-1.01,1.45,42,60,49,60,9684.18,75.66,114.26,21.61,52.58,15.46,3,401.45,398.45,1.66,1.06,10.1,13.12,47.08,35,93,-1.25,38.74,34,14,13,9,-0.023
"(Intercept)42",1180,"su4voPjZCf3M53qvqUfO7AHBx8",66,"1.5",24.36,0.19,0.05,0.19,0.19,0.02,0.1,0.56,0.45,4.92,31.73,0,0.17,0.2,0.02,0.186802072122003,0.00184230566544659,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,126,NA,0,0,0,0,0,NA,NA,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0.12,0.44,0,0,0,0,2,2,3.43,11.02,0.09,0,0,24,1,36298.31,283.58,118.47,294.95,286.34,137.28,18.38,490.03,471.64,-0.19,-0.95,10.47,188.81,378.34,127,1,1.29,0.4,1,116,127,116,NA
"(Intercept)43",1181,"HrispI2mkSDyHWTdrT06M9EsGI",66,"1",129.27,1.02,0.26,0.98,0.99,0.21,0.52,2.06,1.54,1.43,3.11,0.02,0.84,1.13,2.94,-0.0377329147705701,0.388857624312789,60483.47,476.25,127.81,477.87,473.3,129.41,199.35,1011.3,811.95,0.48,1.29,11.34,388.12,556.74,2.89,12274,108,113.65,131.13,94.5,93.02,73.39,6,1002,996,4.04,21.71,12.62,28.75,141,0.05,56,457.4,213.25,169.77,0,1587.1,1587.1,0.29,4.28,18.92,442.99,671.62,2.17,1005,37.36,93.44,17.22,24.24,20.6,0,2357.45,2357.45,16.6,383.39,2.95,5.43,43.2,539.99,74,1005,-28.89,73.36,-13,-18.18,16.61,-1809.02,-0.07,1808.95,-15.73,350.53,2.31,-31.5,-3.77,-485.14,85,15.47,6.07,16,15.98,5.93,0,28,28,-0.69,0.3,0.53,12,20,6,1,2981.12,23.29,18.69,20.38,20.94,9.24,1,172.24,171.24,4.85,32.61,1.65,14.87,27.23,11,117,-0.05,44.56,31,3,0,0,-0.099
"(Intercept)44",1182,"fvCQoTJxE2zqaCRwhuinGINpiJ",66,"1.5",69.86,0.55,0.1,0.53,0.54,0.09,0.4,0.85,0.45,0.91,0.56,0.01,0.48,0.6,0.44,0.391708586508467,0.0583319720979699,62383.48,491.21,125.31,480.24,483.73,134.16,239.04,913.98,674.94,0.59,0.23,11.12,389.36,557.72,2.67,1382,125,11.06,13.98,7,7.55,1.48,4,90,86,3.97,16.68,1.25,6,9,-0.07,102,914.79,231.18,256.93,568.08,1447.87,879.79,0.32,-0.94,20.51,809.29,1139.32,4.03,1709,272,1412.98,53.88,80.18,62.38,-44.27,25600.61,25644.88,11.32,148.57,34.18,20.47,136.25,18706.62,187,1709,-84.6,255.16,-35.38,-44.91,36.59,-4533.82,-0.17,4533.66,-10.63,143.28,6.17,-73.17,-15.62,-2971.22,151,48.84,6.79,49,48.71,5.93,32,70,38,0.19,0.7,0.81,45,53,28,6,3254.79,25.43,15.86,23.38,23.7,12.31,3.61,138.24,134.63,3.06,18.15,1.4,15.47,32.16,17,111,0.07,38.39,28,3,0,0,0.19
"(Intercept)45",1185,"LGcBoEMB9MpHu84GLvVH9Oo3DN",66,"1",128.37,1.01,0.19,0.99,1,0.18,0.63,1.57,0.94,0.56,-0.06,0.02,0.87,1.11,-1.03,1.3477415226301,-0.124133549390655,68660.53,540.63,168.34,521.48,523.22,136.37,279.56,1369.43,1089.87,1.64,5.15,14.94,417.5,606.82,2.85,2721,112,24.29,21.3,16,20.19,12.6,5,107,102,1.88,3.49,2.01,10,31.25,-0.05,1,535.08,217.49,233.14,282.51,1390.39,1107.88,0.88,0.77,19.3,447.97,771.46,3.99,1318,18.67,31.88,8.77,12.37,9.38,0,428.04,428.04,5.91,52.7,0.88,3.66,21.92,305.38,104,1318,-13.63,20.21,-6.67,-9.09,7.76,-170.81,0,170.8,-3.24,13.49,0.56,-15.37,-2.27,-133.37,128,20.44,4.34,21,20.59,4.45,5,30,25,-0.43,0.39,0.38,17,24,18,128,770.39,6.02,3.84,5,5.52,3.28,0,18.68,18.68,1.15,1.04,0.34,3.16,8.02,0,128,0.03,84.16,128,0,0,0,0.398
"(Intercept)46",1199,"qovF1Rr7WTbX0v0SrgyxsN52kw",66,"1",63.21,0.5,0.09,0.48,0.49,0.08,0.34,0.82,0.47,1.14,1.36,0.01,0.43,0.55,1.51,-0.0336294380562396,0.195746860426979,57234.21,450.66,125.87,420.07,445.62,152.26,251.2,758.48,507.29,0.36,-0.98,11.17,356.64,556.5,3.18,3335,98,34.03,27.93,24.5,29.82,20.02,3,158,155,1.76,4,2.82,15,48,-0.01,33,892.89,318.76,248.37,0,1892.74,1892.74,-0.89,2.57,28.29,878.94,1217.55,5.13,463,15.09,16.15,9.71,12.37,10.09,0,130.63,130.63,2.34,8.83,0.75,4.01,21.44,91.95,22,463,-16.21,35.5,-8.56,-11.57,8.99,-628.12,-0.03,628.09,-12.42,196.12,1.65,-20.03,-4.06,-125,22,14.48,4.74,15,14.67,4.45,0,25,25,-0.49,0.64,0.59,12,17,61,8,3850.45,30.08,39.09,24.68,25.44,14.25,3.16,430.97,427.81,8.47,83.57,3.45,15.64,34.78,28,100,0,36.26,17,3,0,0,0.14
"(Intercept)47",1200,"xNWdeSa16u4mI8o0Vt0KZ2soqx",66,"1",81.32,0.64,0.29,0.64,0.63,0.19,0.14,1.74,1.59,0.35,0.94,0.03,0.53,0.79,-4.85,2.33949582252055,-0.625961719255212,51653.71,406.72,214.44,458.69,418.5,142.56,0,1204.36,1204.36,-0.46,0.94,19.03,338.72,526.82,-1.45,5869,105,55.9,91.43,25,34.44,17.79,6,629,623,3.9,17.37,8.92,16,49,0.95,33,650.58,401.6,394.55,0,1713.52,1713.52,-0.24,-0.63,35.64,458.5,991.73,-1.73,816,22.36,78.23,9.16,13.24,10.28,0,2048.57,2048.57,21.67,550.01,2.74,3.46,21.77,297.81,92,816,-16.97,30.8,-7.45,-10.85,9.2,-377.85,0,377.85,-5.96,51.88,1.08,-19.21,-2.47,-199.27,73,19.91,6,19.5,20.17,5.19,2,36,34,-0.5,1.08,0.66,17,24,32,81,8954.72,69.96,125.45,11.87,42.71,11.58,1,406.31,405.31,1.76,1.31,11.09,5.1,32.14,28,100,2.3,54.94,52,22,21,21,-0.665
