"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)292",2172,"79HRXCGbcYVPnQ8Mxebe0NbfBg",66,"1",74.26,0.58,0.1,0.57,0.58,0.09,0.39,0.97,0.58,1,1.8,0.01,0.52,0.64,0.81,0.309807377354684,0.101283118763261,63478.13,499.83,118.88,501.88,496.3,137.74,287.07,811.19,524.12,0.24,-0.53,10.55,406.77,593.18,2.86,1704,77,22.13,22.5,14,17.67,8.9,4,143,139,3.04,11.23,2.56,11,23,-0.45,14,861.64,199.93,208.51,417.74,1460.58,1042.84,0.2,-0.2,17.74,810.56,1087.67,3.65,848,16.03,20.91,9.43,12.59,10.02,0,241.94,241.94,5.15,45.08,0.72,4.3,21.75,106.98,42,848,-13.36,19.08,-8.21,-10.73,8.73,-424.92,-0.14,424.78,-12.3,253.67,0.66,-19.03,-3.36,-61.19,34,22.63,5.41,22,22.52,5.93,3,38,35,-0.11,1.61,0.62,19,26,27,74,1411.63,11.03,7.51,9.49,10.04,6.1,1,35.11,34.11,1.1,0.7,0.66,5.59,14.38,0,128,-0.04,70.98,128,0,0,0,0.018
"(Intercept)293",2177,"7sVPUcleYPmMluCOXjYuotUU17",66,"1",100.8,0.79,0.2,0.74,0.76,0.13,0.55,1.86,1.31,2.51,8.79,0.02,0.66,0.87,-1,1.22696585439778,-0.159612744005939,68807.3,541.79,212.69,521.93,514.59,171,282.88,1920.31,1637.43,2.7,13.08,18.87,391.31,630.84,3.79,5660,108,52.41,50.81,34.5,42.36,25.95,8,267,259,2.09,4.51,4.89,19,65,-0.72,48,710.38,262.22,252.04,272.88,1566.82,1293.94,0.27,-0.03,23.27,657.29,991.85,5.23,940,23.07,74.81,8.7,13.36,9.85,0,1809.15,1809.15,17.66,383.56,2.44,3.55,23.22,277.21,83,940,-18.18,28.8,-7.54,-11.81,9.04,-270.12,-0.05,270.08,-3.65,18.17,0.94,-22.22,-2.66,-192.84,81,18.62,4.69,18,18.57,4.45,7,33,26,0.2,0,0.47,15,22,97,5,1806.63,14.11,8.38,13.25,13.39,8.63,1,42.06,41.06,0.81,0.52,0.74,7.26,19.03,2,126,0.1,62.95,77,1,0,0,0.452
"(Intercept)294",2186,"CgBaWu0S4o5QrVpXLeUaTOL1CI",66,"1",79.27,0.62,0.17,0.58,0.59,0.09,0.43,1.53,1.1,2.44,7.18,0.02,0.53,0.65,-2.9,1.74447813428686,-0.412691177589413,63111.37,496.94,101.96,497.74,498.09,111.66,276.84,726.35,449.52,-0.04,-0.51,9.05,424.14,565.88,2.48,3316,86,38.56,47.89,20.5,27.6,12.6,2,221,219,2.19,3.98,5.16,13,37,-1.16,17,806.58,295.08,261.93,308.97,1678.86,1369.89,-0.07,-0.14,26.18,823,1169.12,6.47,656,20.9,42.68,9.69,13.19,10.19,0,627.32,627.32,7.28,75.23,1.67,4.43,21.91,247.42,53,656,-12.14,14.6,-7.14,-9.61,7.09,-194.91,-0.07,194.84,-4.34,39.8,0.57,-16.26,-3.39,-69.84,43,16.41,4.25,16,16.56,3.71,5,26,21,-0.31,-0.04,0.47,14,19.25,34,79,1616.2,12.63,8.3,11.29,11.69,7.84,1,40,39,1.01,0.78,0.73,5.96,16.55,2,126,0.05,66.84,93,1,0,0,0.359
"(Intercept)295",2195,"1XfvmUZdfAL3w1OIugYdWXWY3s",66,"1",117.11,0.92,0.16,0.89,0.9,0.1,0.64,1.74,1.1,2.13,6.88,0.01,0.83,0.96,-0.07,0.943752431093377,-0.007972589577396,59419.28,467.87,101.9,458.95,466.52,129.25,280.14,693.13,412.99,0.11,-0.97,9.04,387.21,562.13,2.75,14121,124,113.88,49.35,103,108.79,37.81,20,355,335,1.44,3.88,4.43,82,135,-0.63,11,509.37,210.51,184.35,326.75,1529.1,1202.35,0.86,1,18.68,570.62,832.12,3.78,1061,45.01,176.24,10.84,15.32,10.99,0,1997.49,1997.49,8.33,78.47,5.41,5.08,25.25,1993.29,106,1061,-11.79,14.98,-6.43,-8.67,7.37,-141.54,-0.02,141.52,-2.73,11.35,0.46,-15.03,-2.47,-82.36,93,17.99,4.64,18,18.11,4.45,1,27,26,-0.42,0.4,0.43,15,21,35,117,662.53,5.18,2.37,5,5.08,2.07,1,12.08,11.08,0.42,-0.12,0.21,3.61,6.71,0,128,0.01,86.38,128,0,0,0,0.128
"(Intercept)296",2198,"tVbeE67nJqnkbWOs4uZ9vxwUhh",66,"1",76.4,0.6,0.09,0.59,0.6,0.07,0.43,1.24,0.81,3.38,23.29,0.01,0.55,0.64,-0.38,0.738431438982184,-0.0504212880179847,65769.31,517.87,180.36,497.62,499.25,114.84,270.74,2006.45,1735.71,4.53,34.19,16,415.6,568.09,3.48,2521,102,24.72,28.12,15.5,18.84,14.08,2,161,159,2.33,6.25,2.78,6.25,28.5,-0.33,34,875.06,260.3,240.03,525.73,1697.04,1171.31,0.76,0.16,23.1,777.74,1100.42,5.65,2784,33.03,58.38,22.83,25.05,22.04,0,992.86,992.86,10.75,154.29,1.11,9.52,39.28,909.09,171,2784,-33.75,33.11,-27.78,-29.33,20.55,-721.11,-0.22,720.89,-6.51,97.99,0.63,-43.33,-14.94,-311.08,126,72.32,14.51,71,72.32,10.38,20,103,83,-0.31,1.41,1.65,64,79,18,76,1215.62,9.5,6.61,7.81,8.55,4.17,1,32.98,31.98,1.55,2.5,0.58,5.07,11.28,0,128,0,75.01,128,0,0,0,0.078
"(Intercept)297",2200,"e5EVrI6lIBhMVbnu0R8hr9PL66",66,"1",86.13,0.68,0.16,0.65,0.66,0.11,0.45,1.72,1.27,2.85,14.52,0.01,0.58,0.74,1.1,0.307584966916235,0.136535355388503,61511.42,484.34,131.05,466.11,475.54,133.84,286.59,1320.53,1033.94,2.14,11.15,11.63,386.99,575.84,2.86,3711,109,34.05,29.83,24,29.28,17.79,7,218,211,3.31,15.27,2.86,16,48,0,13,718.18,270.14,256.4,458.94,1834.29,1375.35,0.87,0.87,23.97,725.58,1090.62,3.74,653,18.31,42.1,8.41,12.76,9.04,0,941.18,941.18,16.46,351.58,1.65,3.53,23.72,140.87,45,653,-11.86,13.78,-6.27,-9.26,7.19,-83.85,-0.12,83.74,-1.9,4.08,0.54,-16.72,-2.3,-62.92,37,15.02,4.44,15,14.93,4.45,1,28,27,0.1,0.6,0.48,12,18,42,86,1531.15,11.96,6.99,10.79,11.28,6.4,0,40.45,40.45,1.09,1.59,0.62,6.93,16.03,1,127,0.01,68.57,109,1,0,0,0.268
"(Intercept)298",2203,"gQs2lNb5jV0WdRc7cDOwJ0wHBt",66,"1",59.55,0.47,0.07,0.46,0.46,0.04,0.3,0.67,0.37,0.82,0.84,0.01,0.43,0.49,0.52,0.296106416951853,0.0636502313261477,57728.37,454.55,102.25,453.29,453.5,121.4,258.19,723.85,465.66,0.09,-0.75,9.07,371.96,534.19,2.64,2911,108,26.95,27.18,17,22.61,11.86,1,219,218,3.72,21.29,2.62,12,36.25,-0.26,16,984.17,261.79,232.86,623.26,1933.64,1310.38,0.24,-0.01,23.23,1009.54,1340.26,4.41,405,26.8,100.12,10.42,14.4,11.8,0,1399.06,1399.06,10.81,126.29,4.97,4.38,26.12,247.84,18,405,-12.25,14.13,-8.75,-10.24,7.13,-202.84,-0.07,202.77,-7.13,83.89,0.7,-16.38,-4.83,-58.83,14,13.52,2.94,13,13.35,2.97,8,20,12,0.47,-0.61,0.38,11,15.25,48,22,2873.55,22.45,12.09,21.55,21.37,12.64,2.83,65.31,62.48,0.86,0.89,1.07,12.58,29.22,12,116,0.02,43.38,50,2,0,0,0.084
"(Intercept)299",2206,"kt3cHmuRjnOLd0NG2VYXwvU1BH",66,"1",268.27,2.11,0.56,1.97,2.04,0.45,1.32,3.78,2.46,1.07,0.34,0.05,1.7,2.31,2.36,1.23444892632292,0.323410128715745,62905.23,495.32,149.39,473.64,479.46,144.5,280.03,1128.38,848.35,1.42,3.22,13.26,381.67,572.32,3.23,31910,115,277.48,342.98,197,201,81.54,12,2291,2279,3.44,13.6,31.98,141.5,252,0.99,5,235.92,110.59,109.37,117.63,677.89,560.26,0.52,0.07,9.81,262.07,411.14,1.61,1873,11.45,19.18,4.66,7.38,5.67,0,262.36,262.36,4.68,35.28,0.44,1.64,13.07,167.9,187,1873,-9.44,17.47,-3.33,-5.54,4.33,-198.39,0,198.39,-4.44,27.88,0.4,-10.21,-0.78,-155.72,199,13.93,7.92,14,13.68,8.9,0,39,39,0.34,-0.22,0.48,8,20,228,36,882.64,6.9,3.09,6.71,6.91,3.72,1,14.32,13.32,-0.06,-0.91,0.27,4.47,9.22,0,128,0.06,81.85,128,0,0,0,0.405
"(Intercept)300",2237,"1h9qeXhMJ4aaVBdL6PrsfNoSM0",66,"1",95.81,0.75,0.11,0.74,0.75,0.07,0.56,1.41,0.85,2.31,11.17,0.01,0.7,0.79,0.21,0.698421477730868,0.0206220460115559,61311.35,482.77,102.61,488.77,483,114.69,279.09,723.7,444.61,0.01,-0.61,9.11,409.45,560.69,2.39,8179,120,68.16,43.95,60.5,63.78,41.51,7,184,177,0.74,-0.15,4.01,37.5,90.75,-0.55,33,653.72,188.37,191.36,441.6,1455.58,1013.98,0.54,0.34,16.72,676.18,926.36,3.04,869,16.57,21.87,9.26,12.47,9.81,0,283.12,283.12,4.28,33.47,0.74,4.12,21.57,118.41,56,869,-13.82,19.96,-8.01,-10.08,8.96,-221.47,8.42,229.89,-4.75,34.29,0.68,-16.76,-2.91,-161.09,61,18.11,4.4,18,18.06,4.45,7,28,21,0.01,-0.29,0.45,15,21,87,5,932.89,7.29,3.94,6.32,7,3.41,1,19.8,18.8,0.73,0.21,0.35,4.47,10,0,128,0.01,80.82,128,0,0,0,0.088
"(Intercept)301",2239,"HAQ651zID78zvXqAIEIVHt9wkL",66,"1.125",79.02,0.62,0.21,0.57,0.59,0.08,0.41,2.3,1.89,4.91,31.87,0.02,0.53,0.65,0.45,0.485526718428619,0.0503583846846416,66657.94,524.87,304.52,484.99,493.35,131.37,251.02,3560.3,3309.28,7.87,75.03,27.02,402.7,585.43,3.14,3396,122,27.84,32.85,17,19.61,7.41,6,175,169,3.02,8.85,2.97,14,22.75,-0.14,44,855.44,239.59,201.34,294.49,1648.85,1354.36,0.32,0.32,21.26,779.1,1060.51,3.72,723,31.31,123.61,14.87,19.11,16.03,0,3099.78,3099.78,21.64,524.85,4.6,5.81,29.84,277.48,61,723,-25.21,47.01,-12.21,-15.97,13.53,-625.89,-0.13,625.76,-6.31,57.5,1.75,-27.71,-4.43,-312.78,58,18.09,5.01,17,17.97,4.45,1,30,29,-0.01,0.76,0.56,15,21,33,79,3059.25,23.9,11.9,23.62,23.05,11.82,3.16,67.6,64.44,0.8,1.06,1.05,14.5,30.86,14,114,0.04,39.63,28,2,0,0,0.187
"(Intercept)302",2252,"m5lnE7EqoSabGWR4XI5kLh2YYn",66,"1",29.65,0.23,0.15,0.18,0.2,0.02,0.13,1.09,0.96,3.35,12.72,0.01,0.17,0.2,-0.99,0.636683743831161,-0.148544386493442,896.28,7.06,43.49,0,0,0,0,420.89,420.89,7.75,65.68,3.86,0,0,0.29,26906,4,6726.5,7611.55,6509,6726.5,9434.53,55,13833,13778,0.01,-2.43,3805.77,190.75,13044.75,2806.4,1,30.28,137.92,0,0,1101.01,1101.01,6.17,38.91,12.24,0,0,1.04,19,66.03,98.46,23.21,53.86,34.03,0.02,338.98,338.96,1.71,1.73,22.59,5.55,68.13,NA,3,19,-39.62,329.01,-8.58,-20.8,12.72,-1169.05,769.99,1939.04,-1.34,6.24,75.48,-42.07,-0.96,NA,2,1.3,3.78,0,0.17,0,0,15,15,2.88,7.09,0.69,0,0,29,1,33433.85,261.2,79.02,253.99,257.66,79.56,102.39,556.49,454.1,0.72,1.25,6.98,203.65,312.49,128,0,1.58,0,0,128,126,124,0.183
"(Intercept)303",2254,"VX3zCZSAZDlRsGyxHiEEcTlQko",66,"1",164.49,1.3,0.92,1.14,1.17,0.28,0.56,10.59,10.03,8.2,78.89,0.08,0.97,1.34,-6.13,3.57072860788926,-0.838255664478297,76231.58,600.25,242.6,556.83,574.39,167.68,51.62,2193.26,2141.64,2.57,13.56,21.53,469.73,688.84,3.11,9712,114,85.19,87.85,56,68.63,47.44,8,536,528,2.26,6.38,8.23,32.5,104,-1.49,7,462.53,267.26,245.13,0,1692.22,1692.22,0.44,0.74,23.72,492.32,820.34,4.62,1277,227.14,5121.16,7.28,10.64,8.24,0,168449.75,168449.75,29.27,923.88,143.31,2.88,18.32,608.58,127,1277,-26.76,351.52,-5.93,-8.51,7.49,-10880.96,-0.02,10880.94,-27.19,780.02,9.84,-15.36,-1.73,-232.83,111,15.48,6.83,16,15.77,5.93,0,32,32,-0.32,0,0.53,12,20,43,33,1015.76,7.94,21.38,4.24,4.95,2.85,0,181.43,181.43,7.43,55.3,1.89,3.12,7.12,2,126,-0.04,84.73,95,2,1,1,-0.048
"(Intercept)304",2261,"Zk4dEB9P2E7gMmDeCjHwDbyKBT",66,"1.125",158.37,1.25,0.33,1.2,1.21,0.26,0.75,2.67,1.92,1.71,4.38,0.03,1.02,1.38,-2.25,2.0616600941747,-0.300097207570261,63888.24,503.06,136.3,484.35,491.23,128.32,286.51,1256.82,970.31,1.77,6.72,12.09,400.51,574.26,2.9,10056,146,68.88,77.96,43,54.66,33.36,2,671,669,3.9,23.47,6.45,25,80,-0.55,50,414.08,185.36,172.8,223.95,1158.65,934.7,0.83,0.45,16.45,372.35,634.08,3.46,806,8.62,15.67,4.41,6.05,4.61,0,222.22,222.22,8.6,101.48,0.55,1.86,10.6,120.97,55,806,-6.1,8.44,-2.68,-4.25,3.07,-62.96,-0.01,62.95,-2.74,9.63,0.3,-7.36,-0.99,-52.47,80,10.14,2.4,10,10.13,2.97,3,16,13,-0.01,0.03,0.19,9,12,20,36,678.66,5.3,4.32,5,4.89,2.97,0,42.54,42.54,5.07,40.66,0.38,2.83,6.48,1,127,0.01,86.14,127,1,1,1,-0.131
"(Intercept)305",2264,"nQQWiZWOl8Cl2GiRbz1kK0dXT6",66,"1.25",531.17,4.18,9.01,2.08,2.32,0.78,1.06,84.81,83.74,6.51,50.24,0.8,1.63,3,41.94,-10.7680630877453,5.50748700742817,77243.38,608.22,265.09,556.65,564.94,149.04,287.97,1869.81,1581.84,2.09,5.51,23.52,456.77,657.66,4.16,108946,120,907.88,3977,135.5,147.14,117.13,23,28970,28947,5.57,31.42,363.05,75.75,228.75,17.98,5,145.58,195.29,181.47,18.06,924.83,906.77,0.67,0.01,17.33,246.86,521.4,2.73,1475,14.44,44.04,5.4,8.07,6.58,0,1162.71,1162.71,16.05,356.72,1.15,2.03,14.05,351.94,136,1475,-9.92,18.9,-3.89,-6.13,5.35,-326.29,0,326.28,-6.69,76.87,0.49,-11.83,-0.68,-172.71,122,5.55,7.27,1,4.29,1.48,0,31,31,1.17,0.32,0.32,0,10,230,12,379.69,2.97,1.3,3,2.92,1.13,0,7.07,7.07,0.38,0.37,0.11,2.24,3.61,0,128,0,92.19,128,0,0,0,-0.052
"(Intercept)306",2266,"fIlpeSoXlPkArqhJeCrHv2Amep",66,"0.75",140.69,1.11,0.38,1.03,1.07,0.24,0.13,2.7,2.57,1.36,4.45,0.03,0.91,1.27,1.12,0.69588433518934,0.151752074811666,67458.03,531.17,253.79,516.67,508.38,154.48,0,2210.18,2210.18,2.71,15.03,22.52,408.62,609.97,3.69,15530,120,129.42,93.64,104,112.69,58.56,14,485,471,1.77,3.14,8.55,67,155.25,-0.38,17,483.28,371.65,359,0,1640.45,1640.45,0.27,-0.49,32.98,507.28,1036.21,6.07,1260,21.37,32.27,8.27,14.18,9.52,0,294.04,294.04,3.2,14.34,0.91,3.43,25.25,219.94,132,1260,-17.78,25.9,-8.07,-12.07,9.49,-279.03,-0.03,279,-3.27,16.32,0.73,-20.82,-3,-159.36,127,17.88,6.03,18,18.08,5.93,1,32,31,-0.23,-0.26,0.51,14,22,16,4,4732.54,36.97,68.46,26.25,26.22,10.11,1.41,575.78,574.37,5.89,36.72,6.05,20.24,33.54,16,112,-0.01,32.99,21,2,4,1,-0.339
"(Intercept)307",2271,"gOkco6vHLS7XToGPSEgtLa91sB",66,"1.125",133.35,1.05,0.32,0.99,1,0.16,0.67,3.61,2.94,4.55,31.28,0.03,0.89,1.12,0.79,0.760040318019155,0.106807152560664,69009.65,543.38,148.75,536.46,532.33,128.86,271.04,1295.52,1024.49,1.29,4.22,13.2,442.48,618.73,2.1,8058,165,48.84,62.6,26,34.95,20.76,1,440,439,3.21,12.57,4.87,16,52,-0.12,114,537.22,207.28,166.58,261.1,1651.18,1390.08,1.67,5.16,18.39,481.54,714.59,2.09,1202,12.01,21.01,6.68,8.7,6.72,0,498.74,498.74,12.22,249.09,0.61,3.21,14.75,107.48,78,1202,-9.35,12.2,-5.58,-6.81,5.91,-104.34,0,104.34,-3.12,13.55,0.35,-11.24,-2.11,-86.3,96,17.95,5.9,18,17.81,5.93,3,33,30,0.19,-0.17,0.51,14,22,12,133,1133.66,8.86,27.24,5,5.51,3.22,1,298.42,297.42,9.63,97.55,2.41,3.12,7.87,2,126,-0.05,83.21,84,1,0,0,-0.075
"(Intercept)308",2273,"GlJfWJe2FNqmHh4nSWNgHf2X8S",66,"1",94.31,0.74,0.1,0.73,0.73,0.08,0.54,1.13,0.59,1.12,1.79,0.01,0.68,0.8,-1.3,1.22704040133176,-0.178462482606965,64270.15,506.06,125.39,481.99,500.65,125.01,293.18,865.95,572.77,0.39,-0.31,11.13,419.94,590.06,2.94,5901,112,52.69,74.38,40,38.96,31.13,4,546,542,4.76,26.43,7.03,16,55.25,-0.88,21,680.67,249.72,215.17,60.61,1550.71,1490.1,-0.1,0.5,22.16,682.3,980.48,5.08,822,21.93,32.58,9.98,14.78,10.74,0,288.92,288.92,3.49,16.65,1.14,4.18,25.66,218.58,78,822,-20.05,45.94,-8.42,-12.53,10.23,-901.39,-0.02,901.37,-11.25,182.71,1.6,-21.58,-2.95,-255.67,75,17.32,4.99,17,17.53,5.93,5,27,22,-0.4,-0.32,0.51,15,21,66,94,1597.74,12.48,6.99,11,11.89,6.3,2,38.64,36.64,0.93,1.05,0.62,8.05,16.19,1,127,0.05,67.16,107,1,0,0,0.175
"(Intercept)309",2275,"OevJIm2syqetqlIdCZlT2XD4Pd",66,"1",69.48,0.55,0.1,0.52,0.54,0.06,0.41,1.37,0.96,4.54,33.44,0.01,0.49,0.58,0.11,0.530182439213114,0.00624169273838479,62673.49,493.49,127.45,485.39,489.46,152.93,271.05,949.09,678.04,0.44,0.08,11.31,382.32,590.46,2.9,3433,119,28.85,22.04,23,25.92,13.34,1,189,188,3.79,22.46,2.02,16,37,-0.09,23,920.28,305.9,271.58,551.84,2008.06,1456.22,0.49,0.05,27.14,935.92,1282.64,6.23,576,25.71,60.31,10.14,16.24,10.84,0,941.18,941.18,10.64,144.35,2.51,5.24,27.39,244.32,59,576,-15.45,17.83,-9.01,-11.9,8.8,-142.21,-0.09,142.12,-2.37,7.7,0.74,-20.93,-3.92,-88.06,39,16.47,3.79,16,16.48,4.45,4,25,21,-0.27,0.6,0.45,14,19,3,69,1924.12,15.03,7.76,13.6,14.62,7.16,2,40.05,38.05,0.59,-0.15,0.69,9.22,20.54,1,127,0.04,60.48,118,1,0,0,0.185
"(Intercept)310",2277,"9dtwp5tcow9VKOmTmLShvVN8KO",66,"1",68.26,0.54,0.08,0.52,0.53,0.06,0.43,1.19,0.76,3.82,26.07,0.01,0.49,0.56,0.11,0.515863049205205,0.00797210807657828,60950.04,479.92,103.96,483.49,478.53,125.27,286.89,744.61,457.72,0.17,-0.61,9.22,395.15,560.52,2.58,5370,121,44.38,58.69,37,37.19,22.24,3,627,624,8.16,77.46,5.34,22,51,-0.23,25,912.65,309.09,288.48,331.36,2225.49,1894.13,0.67,0.93,27.43,930.66,1334.59,5.79,528,20.83,49.06,11.12,14.52,11.41,0,993.98,993.98,15.28,292.28,2.13,4.37,25.43,175.46,35,528,-15.99,17.33,-9.09,-12.93,10.63,-111.31,-0.03,111.29,-1.75,3.65,0.75,-23.02,-3.48,-82.92,24,15.32,3.81,15,15.23,2.97,5,29,24,0.42,1.92,0.46,13,17,59,4,2393.41,18.7,9.31,17.01,17.93,8.19,2.24,49.25,47.02,0.73,0.12,0.82,12.54,23.84,5,123,-0.01,51.11,50,1,0,0,0.108
"(Intercept)311",2302,"UvxxjHuFuBpNHCQGFOOuSDE9nt",66,"1",119.74,0.94,0.2,0.9,0.91,0.13,0.7,2.24,1.54,2.79,12.87,0.02,0.82,1,0.51,0.78502637025737,0.0581191851234685,67826.71,534.07,168.09,520.69,518.91,167.76,285.2,1019.48,734.27,0.73,0.2,14.92,399.64,628.17,3.44,18161,119,152.61,95.05,131,139.3,75.61,13,608,595,1.66,4.08,8.71,82,190,-1.05,19,571.12,269.51,222.55,0,1612.54,1612.54,0.28,0.23,23.92,641.45,975.8,3.22,911,27.65,166.03,12.81,16.13,13.37,0,4956.67,4956.67,28.73,849.62,5.5,5.12,26.21,195.99,82,911,-18.96,29.81,-10.06,-12.73,11.66,-347.64,-0.06,347.59,-4.64,32.67,0.99,-21.92,-3.37,-194.54,76,15.19,5.46,15,15.18,5.93,0,27,27,-0.05,-0.51,0.5,11,19,114,41,2186.73,17.08,9.02,16.39,16.47,9.17,1.41,50.36,48.94,0.69,0.45,0.8,10.16,22,2,126,0.05,55.32,83,1,0,0,0.166
"(Intercept)312",2308,"tBwRJbWM1dqriaUsK8cy8uS8Lr",66,"1.25",176.22,1.39,0.49,1.21,1.29,0.2,0.94,3.95,3.01,2.63,8.06,0.04,1.11,1.47,0.82,1.03158578186518,0.131119553416518,63364.57,498.93,168.8,462.04,483,154.19,249.16,1461.12,1211.96,1.76,6.97,14.98,370.99,591.78,3.14,43852,115,381.32,316.81,289,320.95,136.4,105,1992,1887,3.27,12.81,29.54,209.5,433,-1.27,1,359.31,275.49,305.06,218.36,1493.76,1275.4,0.14,-0.51,24.45,630.57,1024.22,3.34,432,72.37,241.82,8.51,22.15,10.95,0,3065.29,3065.29,7.32,69.39,11.63,2.37,37.76,1238.18,64,432,-15.69,35.69,-5.2,-7.91,6.9,-312.53,-0.03,312.5,-5.12,30.61,1.72,-15.62,-1.12,-250.3,36,4.89,2.58,5,4.87,2.97,0,11,11,0.07,-0.62,0.19,3,7,17,36,2669.61,20.86,10.99,18.71,20.01,10.68,2.24,49.04,46.8,0.63,-0.25,0.97,12.65,27.87,14,114,-0.02,46.56,25,1,1,1,0.027
"(Intercept)313",2315,"WKuCFeVJ0NQCICKQBXYL1E6dOv",66,"1",147.14,1.16,1.22,0.99,1.02,0.24,0.62,14.46,13.85,10.14,107.32,0.11,0.84,1.2,-1.2,1.62408275633705,-0.171473030918867,65019.64,511.97,182.4,502.44,493.99,154.3,244.96,1717.11,1472.15,2.67,13.99,16.19,384.86,602.69,3.01,9048,125,72.38,67.84,57,60.71,50.41,1,320,319,1.7,2.91,6.07,23,89,-0.04,5,442.93,247.94,221.84,120.93,1688.91,1567.98,1.02,1.93,22,493.91,799.32,3.29,1376,28.13,212.02,9.38,13.71,10.95,0,7615.77,7615.77,33.5,1189.81,5.72,3.27,24.6,767.5,123,1376,-17.43,27.4,-7.61,-12.06,9.77,-438.93,-0.01,438.91,-5.37,54.64,0.74,-22.45,-2.71,-219.14,102,18.6,8.21,20,19.32,7.41,0,35,35,-0.7,0.1,0.67,14,24,129,23,1965.27,15.35,8.19,14.66,14.85,6.97,1,46.65,45.65,0.74,0.87,0.72,9.91,19.34,1,127,0,59.77,88,1,0,0,0.121
"(Intercept)314",2317,"JhX1TxqmiC6JmaIfjZ0GNX6UbS",66,"2.5",80.45,0.63,0.08,0.62,0.63,0.07,0.5,0.94,0.45,0.82,1.01,0.01,0.58,0.68,0.49,0.466393008305011,0.0615548147346884,63180.85,497.49,120.12,478.41,494.28,143.02,279.93,812.53,532.6,0.24,-0.59,10.66,408.04,585.03,2.75,2420,95,25.47,22.31,18,21.42,4.45,4,177,173,3.9,21,2.29,16,27.5,-0.09,58,796.17,244.15,210.48,0,1636.59,1636.59,-0.52,2.41,21.66,722.38,1006.03,4.66,805,21.35,59.3,11.05,13.71,11.05,0,1456.08,1456.08,18.29,425.26,2.09,4.85,22.8,272.21,58,805,-15.84,19.57,-8.61,-11.63,8.99,-121.97,-0.01,121.95,-2.44,6.78,0.69,-19.5,-3.57,-113.57,70,19.89,5.17,21,20.34,4.45,0,29,29,-1.43,3.78,0.57,18,22,52,13,1863.28,14.56,7.71,13.04,13.86,7.19,1.41,41.88,40.47,0.87,0.86,0.68,8.94,18.38,1,127,-0.03,61.77,82,1,0,0,-0.031
"(Intercept)315",2322,"l0TvaqQGmVqpPFjmsXyzAVQGDr",66,"1.25",159.89,1.26,0.22,1.21,1.23,0.1,1.01,3.1,2.09,5.14,38.68,0.02,1.15,1.29,0.62,1.05491653691608,0.0751806228645893,61748.76,486.21,111.7,488.35,483.52,124.56,294.39,780.44,486.05,0.2,-0.62,9.91,396.28,570.35,2.74,28724,125,229.79,64.6,223,225.06,51.89,101,451,350,0.81,1.05,5.78,188,256,-1.05,6,389.55,190.31,159.48,212.01,1241.65,1029.64,-0.07,0.44,16.89,649.48,877.21,3.09,1306,49.57,177.75,8.39,17.96,10.28,0,3522.05,3522.05,10.97,161.62,4.92,3.17,31.48,1808.68,171,1306,-27.42,44.37,-9.51,-17.77,13.04,-462.19,-0.02,462.16,-3.74,21.74,1.23,-33.85,-2.8,-363.26,122,16.33,5.67,16,16.27,5.93,0,32,32,0.1,0.18,0.45,12,20,133,145,1708.6,13.35,7.81,12.1,12.55,7.28,2.24,35.36,33.12,0.87,0.09,0.69,7.18,16.67,0,128,0.01,64.87,128,0,0,0,0.066
